Category,Phrase,CES,Multiple CES,CNP-specific
VP,catch trout,Recreational,,CNP
NP,cave formation,Identity,, 
NP,cave system,Identity,, 
NP,cave tour,Recreational,, 
NP,cedar forest,Biological,, 
NP,cedar ridge,Identity,1, 
NP,cedar ridge,Biological,2, 
NP,cedar tree,Biological,, 
VP,challenge hike,Recreational,, 
NP,challenging hike,Recreational,, 
VP,change color,Aesthetic,, 
,change color of leave,Biological,,
VP,change scenery,Aesthetic,, 
VP,change weather,Biological,,CNP 
NP,chapel of virgin,Spiritual,1,CNP
NP,chapel of virgin,Cultural,2,CNP
NP,charm and mystery,Spiritual,,CNP
NP,charming lagoon,Aesthetic,,CNP
NP,charming place,Aesthetic,,CNP 
VP,chat with fellow hiker,Social,, 
VP,chat with local,Social,, 
VP,chat with other hiker,Social,, 
VP,chat with park ranger,Social,, 
VP,chat with people,Social,, 
VP,chat with ranger,Social,1, 
VP,chat with ranger,Educational,2, 
VP,chat with staff,Social,, 
VP,chat with volunteer,Social,, 
VP,check out museum,Educational,, 
VP,check out petroglyphs,Cultural,, 
,check out scenery,Aesthetic,,
VP,check out view,Aesthetic,, 
NP,chilly weather,Aesthetic,,CNP 
NP,church and cabin,Spiritual,1, 
NP,church and cabin,Cultural,2, 
NP,church and cemetery,Cultural,, 
NP,circuit around lagoon,Recreational,,CNP
NP,circuit for trekking,Recreational,,CNP
NP,clean air,Biological,,CNP 
VP,cleanse my soul,Spiritual,, 
NP,clear blue sky,Aesthetic,, 
NP,clear blue water,Aesthetic,, 
VP,clear mind,Spiritual,,CNP
VP,clear mind of everyday life,Spiritual,,CNP
VP,clear my mind,Spiritual,, 
NP,clear sky,Aesthetic,,CNP 
NP,clear view,Aesthetic,, 
NP,cliff dwelling,Recreational,1, 
NP,cliff dwelling,Cultural,2, 
NP,cliff house,Identity,1, 
NP,cliff house,Cultural,2, 
,climb along rock,Recreational,,
,climb along way,Recreational,,
VP,climb around all rock,Recreational,, 
VP,climb around dune,Recreational,, 
VP,climb around fall,Recreational,, 
VP,climb around rock,Recreational,, 
VP,climb down,Recreational,,CNP
VP,climb down into cave,Recreational,, 
VP,climb down into kiva,Recreational,, 
VP,climb down ladder,Recreational,, 
VP,climb down rock,Recreational,, 
,climb down some rock,Recreational,,
VP,climb down to bottom,Recreational,, 
,climb down to river,Recreational,,
VP,climb dune,Recreational,, 
VP,climb from,Recreational,, 
VP,climb high viewpoint,Recreational,,CNP
VP,climb hill,Recreational,,CNP 
,climb in elevation,Recreational,,
VP,climb in mountain,Recreational,,CNP
,climb inside,Recreational,,
VP,climb ladder,Recreational,, 
VP,climb mountain,Recreational,,CNP 
VP,climb on ladder,Recreational,, 
VP,climb on rock,Recreational,, 
VP,climb on some rock,Recreational,, 
VP,climb on top,Recreational,, 
VP,climb over big rock,Recreational,, 
VP,climb over rock,Recreational,, 
VP,climb over some rock,Recreational,, 
VP,climb rock,Recreational,,CNP 
VP,climb stair,Recreational,, 
,climb through rock,Recreational,,
VP,climb to summit,Recreational,, 
VP,climb to top,Recreational,,CNP 
VP,climb to top of fall,Recreational,, 
VP,climb to top of rock,Recreational,, 
VP,climb to top of tower,Recreational,, 
VP,climb to top of waterfall,Recreational,, 
VP,climb tower,Recreational,, 
VP,climb trail,Recreational,, 
VP,climb up,Recreational,,CNP
VP,climb up dune,Recreational,, 
VP,climb up hill,Recreational,, 
VP,climb up ladder,Recreational,, 
VP,climb up mountain,Recreational,,CNP 
VP,climb up rock,Recreational,, 
VP,climb up some rock,Recreational,, 
VP,climb up stair,Recreational,, 
VP,climb up to top,Recreational,, 
VP,climb up trail,Recreational,, 
VP,climb uphill,Recreational,, 
NP,cloud and fog,Aesthetic,, 
NP,cloud and rain,Biological,,CNP 
NP,cloud fog,Identity,,CNP
NP,cloud forest,Biological,,CNP 
NP,cloud formation,Aesthetic,1,CNP 
NP,cloud formation,Identity,2,CNP 
NP,cloud in front,Aesthetic,,CNP 
NP,coca tea,Biological,1,CNP
NP,coca tea,Cultural,2,CNP
NP,cold paradise,Aesthetic,1,CNP
NP,cold paradise,Identity,2,CNP
NP,cold place,Identity,,CNP 
NP,cold rainy weather,Biological,,CNP 
NP,cold weather,Identity,1,CNP 
NP,cold weather,Biological,2,CNP 
NP,colorful mountain,Aesthetic,, 
NP,colorful rock,Aesthetic,, 
NP,colorful rock formation,Aesthetic,, 
NP,coloured rock,Aesthetic,1, 
NP,coloured rock,Identity,2, 
VP,come across deer,Biological,, 
VP,come across llama,Biological,,CNP
VP,come down mountain,Recreational,, 
VP,come into contact with nature,Biological,,CNP
NP,comfortable hike,Recreational,, 
NP,comfortable walk,Recreational,, 
VP,complete climb,Recreational,, 
VP,complete entire hike,Recreational,, 
VP,complete hike,Recreational,,CNP 
VP,complete junior ranger program,Educational,, 
VP,complete loop,Recreational,, 
NP,complete silence,Spiritual,, 
NP,complete solitude,Spiritual,, 
VP,complete tour,Recreational,,CNP 
VP,complete trail,Recreational,,CNP 
VP,connect to history,Cultural,, 
VP,connect to nature,Spiritual,,CNP
VP,connect with mother earth,Spiritual,,CNP
VP,connect with nature,Spiritual,,CNP 
VP,connect with spirituality,Spiritual,,CNP
NP,connection with nature,Spiritual,,CNP 
VP,conserve nature,Identity,,CNP
VP,conserve these national treasure,Identity,, 
VP,conserve water,Educational,1,CNP 
VP,conserve water,Biological,2,CNP 
VP,constitute natural heritage,Cultural,,CNP
VP,construct in 1920,Cultural,, 
NP,contact with nature,Spiritual,,CNP 
VP,contain exhibit,Educational,, 
VP,contain fossil,Biological,, 
VP,contemplate in silence,Spiritual,,CNP
NP,continental divide,Identity,,CNP 
NP,cool drive,Aesthetic,, 
NP,cool place,Identity,,CNP 
NP,cool rock formation,Identity,, 
NP,cottonwood tree,Biological,, 
NP,countless lagoon,Biological,,CNP
NP,country camping,Recreational,, 
NP,country road trip,Recreational,, 
NP,country ski,Recreational,, 
VP,cover by canopy,Identity,, 
VP,cover by cloud,Identity,, 
VP,cover by fog,Aesthetic,1, 
VP,cover by fog,Identity,2, 
VP,cover by ice,Recreational,, 
VP,cover by snow,Aesthetic,, 
VP,cover by snow and ice,Aesthetic,, 
VP,cover by tree,Biological,, 
VP,cover by water,Aesthetic,, 
VP,cover in cloud,Aesthetic,, 
VP,cover in graffiti,Recreational,, 
VP,cover in moss,Biological,, 
VP,cover in native grass,Biological,,CNP
VP,cover in sand,Recreational,, 
VP,cover in snow,Aesthetic,, 
VP,cover with moss,Biological,, 
VP,cover with snow,Recreational,1, 
VP,cover with snow,Biological,2, 
NP,crater lake,Identity,, 
VP,create by nature million of year,Biological,,CNP
VP,cross bridge,Recreational,, 
VP,cross evergreen cloud forest,Biological,,CNP
VP,cross over continental divide,Identity,, 
VP,cross river,Recreational,, 
NP,crown jewel,Identity,, 
NP,crystal clear lagoon,Aesthetic,1,CNP
NP,crystal clear lagoon,Identity,2,CNP
NP,crystal clear lake,Aesthetic,,CNP 
NP,crystal clear water,Aesthetic,,CNP 
NP,crystalline water,Aesthetic,,CNP 
NP,cultural display,Cultural,, 
NP,cultural experience,Cultural,, 
NP,cultural heritage,Cultural,, 
NP,cultural heritage of Ecuador,Cultural,,CNP
NP,cultural history,Cultural,, 
NP,culture and history,Cultural,, 
NP,day camping,Recreational,,CNP 
NP,day cruise,Recreational,, 
NP,day excursion,Recreational,,CNP 
NP,day hike,Recreational,,CNP 
NP,day hiking,Recreational,,CNP 
NP,day of hiking,Recreational,,CNP 
NP,day tour,Recreational,,CNP 
NP,day trail,Recreational,,CNP 
NP,day trek,Recreational,,CNP 
NP,day trekking,Recreational,,CNP 
NP,day trip,Recreational,,CNP 
NP,day walk,Recreational,,CNP 
NP,day with friend,Social,,CNP 
NP,deep forest,Biological,, 
NP,deer and bear,Biological,, 
NP,deer and marmot,Biological,, 
NP,deer and turkey,Biological,, 
NP,deer grazing,Biological,, 
NP,delicious trout,Aesthetic,1,CNP
NP,delicious trout,Biological,2,CNP
NP,dense fog,Biological,,CNP 
NP,dense forest,Biological,, 
VP,descend into amphitheater,Recreational,, 
VP,descend into another world,Spiritual,, 
VP,descend into bottom,Recreational,, 
VP,descend into canyon,Recreational,, 
VP,descend into cave,Recreational,, 
VP,descend into cavern,Recreational,, 
VP,descend into crater,Recreational,, 
VP,descend into darkness,Spiritual,, 
VP,descend into hoodoo,Recreational,1, 
VP,descend into hoodoo,Spiritual,2, 
VP,descend into valley,Recreational,, 
VP,describe beauty,Aesthetic,,CNP 
VP,describe formation,Educational,, 
VP,describe history,Cultural,, 
,describe how amazing,Aesthetic,,
VP,describe how beautiful,Aesthetic,, 
VP,describe majesty,Aesthetic,, 
NP,desert flower,Biological,, 
NP,desert hike,Recreational,, 
NP,desert plant,Biological,, 
NP,desert scenery,Aesthetic,, 
NP,desert view,Aesthetic,, 
VP,detail flora,Biological,, 
VP,detail history,Educational,, 
NP,different activity,Recreational,,CNP 
NP,different animal,Biological,, 
NP,different bird,Biological,, 
NP,different color,Aesthetic,1, 
NP,different color,Identity,2, 
NP,different ecosystem,Biological,,CNP 
NP,different geyser,Identity,, 
NP,different hike,Recreational,,CNP 
NP,different lagoon,Aesthetic,,CNP
NP,different plant,Biological,, 
NP,different route,Recreational,,CNP 
NP,different scenery,Aesthetic,, 
NP,different specie,Biological,,CNP 
NP,different trail,Recreational,,CNP 
NP,different wildlife,Biological,, 
NP,difficult hike,Recreational,, 
NP,dinosaur fossil,Educational,, 
VP,dip your foot,Recreational,, 
VP,disconnect from routine,Spiritual,,CNP
VP,disconnect from world,Spiritual,,CNP 
VP,discover old culture,Cultural,, 
VP,discover old culture and civilisation,Cultural,, 
VP,discuss fossil,Educational,, 
VP,discuss geology,Educational,, 
VP,discuss history,Educational,, 
NP,diverse ecosystem,Biological,,CNP 
NP,diverse fauna,Biological,,CNP
NP,diverse flora,Biological,,CNP 
NP,diverse landscape,Aesthetic,1,CNP 
NP,diverse landscape,Identity,2,CNP 
NP,diverse plant,Biological,,CNP 
NP,diversity of ecology,Biological,,CNP 
NP,diversity of flora,Biological,,CNP 
NP,diversity of landscape,Recreational,, 
NP,diversity of plant,Biological,,CNP 
NP,diversity of wildlife,Biological,, 
NP,divine landscape,Aesthetic,,CNP
VP,do as family,Social,,CNP
VP,do beautiful walk,Aesthetic,,CNP
VP,do bike,Recreational,, 
VP,do bike tour,Recreational,, 
VP,do bit of hike,Recreational,,CNP
VP,do bit of hiking,Recreational,, 
VP,do boat,Recreational,, 
VP,do boat tour,Recreational,,CNP 
VP,do bucket list,Recreational,, 
VP,do bus tour,Recreational,, 
VP,do camp,Recreational,1,CNP
VP,do camp,Social,2,CNP
VP,do camping,Recreational,,CNP 
VP,do canoe,Recreational,, 
VP,do circuit,Recreational,,CNP
VP,do day hike,Recreational,,CNP 
VP,do day trip,Recreational,,CNP 
VP,do different activity,Recreational,,CNP
VP,do driving tour,Recreational,, 
,do easy hike,Recreational,,
,do entire loop,Recreational,,
VP,do entire route,Recreational,,CNP
,do entire trail,Recreational,,
VP,do fishing,Recreational,,CNP
,do full hike,Recreational,,
,do full loop,Recreational,,
VP,do gorgeous hike,Recreational,,CNP
VP,do helicopter,Recreational,, 
VP,do hike,Recreational,,CNP 
VP,do hike in park,Recreational,, 
VP,do hike to bottom,Recreational,, 
VP,do hike to top,Recreational,, 
VP,do hiking,Recreational,,CNP 
VP,do hiking tour,Recreational,,CNP
VP,do hiking trail,Recreational,,CNP
VP,do historic tour,Cultural,, 
VP,do horse back tour,Recreational,,CNP
VP,do horseback,Recreational,, 
VP,do junior ranger,Recreational,, 
VP,do junior ranger program,Educational,, 
VP,do little hiking,Recreational,,CNP
VP,do little walk,Recreational,,CNP
VP,do long trail,Recreational,,CNP
VP,do loop,Recreational,,CNP 
VP,do lot of walking,Recreational,,CNP
VP,do more hiking,Recreational,, 
VP,do other activity,Recreational,,CNP
VP,do overnight,Recreational,, 
VP,do pole fishing,Recreational,,CNP
VP,do private tour,Recreational,,CNP
VP,do quick hike,Recreational,,CNP
VP,do road trip,Recreational,, 
VP,do rock climb,Recreational,,CNP
VP,do route,Recreational,,CNP
VP,do scenic drive,Recreational,, 
VP,do scenic loop,Recreational,, 
VP,do serious hiking,Recreational,,CNP
VP,do several hike,Recreational,,CNP 
VP,do several short hike,Recreational,, 
VP,do short hike,Recreational,,CNP 
,do short loop,Recreational,,
VP,do short trail,Recreational,, 
,do short walk,Recreational,,
VP,do small family excursion,Social,,CNP
,do small hike,Recreational,,
VP,do small route,Recreational,,CNP
VP,do some hiking,Recreational,, 
VP,do some stargazing,Recreational,, 
VP,do sport fishing,Recreational,,CNP
VP,do stroll,Recreational,,CNP
VP,do this hike,Recreational,, 
VP,do this hike with my husband,Social,, 
VP,do this trail,Recreational,, 
VP,do this walk,Recreational,, 
VP,do tour,Recreational,1,CNP 
VP,do tour,Social,2,CNP 
VP,do trail,Recreational,,CNP 
VP,do tram,Recreational,, 
VP,do very easy route,Recreational,,CNP
VP,do walk,Recreational,,CNP 
VP,do whole loop,Recreational,, 
,do whole trail,Recreational,,
,do whole walk,Recreational,,
VP,do with child,Social,, 
VP,do with friend,Social,,CNP
VP,do wonderful hike,Recreational,,CNP
VP,do yoga,Recreational,,CNP
NP,dramatic scenery,Aesthetic,, 
NP,dramatic view,Aesthetic,, 
NP,dream landscape,Aesthetic,,CNP 
NP,dream place,Aesthetic,,CNP 
VP,drink in beauty,Aesthetic,, 
VP,drink in scenery,Aesthetic,, 
VP,drive all way,Recreational,, 
VP,drive along canyon,Recreational,, 
VP,drive along lake,Recreational,, 
VP,drive along loop,Recreational,, 
VP,drive along rim,Recreational,, 
VP,drive along river,Recreational,, 
VP,drive along scenic drive,Recreational,, 
VP,drive along shore,Recreational,, 
VP,drive around canyon,Recreational,, 
VP,drive around crater,Recreational,, 
VP,drive around entire lake,Recreational,, 
VP,drive around lake,Recreational,, 
VP,drive around loop,Recreational,, 
VP,drive around park,Recreational,, 
VP,drive around rim,Recreational,, 
VP,drive around this lake,Recreational,, 
VP,drive around valley,Recreational,, 
VP,drive by lake,Recreational,, 
VP,drive down dirt road,Recreational,, 
VP,drive down into canyon,Recreational,, 
VP,drive down into valley,Recreational,, 
VP,drive down mountain,Recreational,, 
VP,drive down road,Recreational,, 
VP,drive down scenic drive,Aesthetic,, 
VP,drive down to bottom,Recreational,, 
VP,drive down to river,Recreational,, 
VP,drive down to valley,Recreational,, 
VP,drive into canyon,Recreational,, 
VP,drive into dune,Recreational,, 
VP,drive into park,Recreational,, 
VP,drive into valley,Recreational,, 
VP,drive park,Recreational,, 
,drive rim,Recreational,,
VP,drive scenic drive,Aesthetic,1, 
VP,drive scenic drive,Recreational,2, 
VP,drive through park,Recreational,, 
VP,drive through tree,Identity,1, 
VP,drive through tree,Recreational,2, 
VP,drive thru area,Recreational,, 
VP,drive thru canyon,Recreational,, 
VP,drive thru cloud,Recreational,, 
VP,drive thru dune,Recreational,, 
VP,drive thru loop,Recreational,, 
VP,drive thru mountain,Recreational,, 
VP,drive thru park,Recreational,, 
VP,drive thru tree,Recreational,, 
VP,drive thru tunnel,Recreational,, 
VP,drive thru valley,Recreational,, 
VP,drive to top,Recreational,, 
VP,drive up mountain,Recreational,, 
VP,drive with great view,Aesthetic,, 
NP,driving tour,Recreational,, 
NP,dune field,Identity,, 
NP,dwarf tree,Biological,,CNP 
NP,eagle nest,Biological,, 
NP,early 20th century,Cultural,, 
NP,early morning walk,Recreational,, 
NP,easy and short hike,Recreational,, 
NP,easy climb,Recreational,, 
NP,easy drive,Recreational,, 
NP,easy family hike,Recreational,, 
NP,easy hike,Recreational,,CNP 
NP,easy hiking,Recreational,, 
NP,easy hiking trail,Recreational,, 
NP,easy route,Recreational,,CNP 
NP,easy short hike,Recreational,, 
NP,easy stroll,Recreational,, 
NP,easy trail,Recreational,,CNP 
NP,easy walk,Recreational,,CNP 
NP,easy walking,Recreational,, 
VP,eat berry,Biological,, 
VP,eat delicious trout,Recreational,1,CNP
VP,eat delicious trout,Social,2,CNP
VP,eat fresh trout,Recreational,,CNP
VP,eat good fish,Recreational,,CNP
VP,eat lunch,Social,,CNP
VP,eat lunch at lake,Recreational,1, 
VP,eat lunch at lake,Social,2, 
VP,eat lunch at lodge,Social,, 
VP,eat lunch at picnic area,Recreational,, 
VP,eat lunch at picnic table,Social,, 
VP,eat lunch at top,Social,, 
VP,eat lunch in lodge,Social,, 
VP,eat picnic lunch,Social,, 
VP,eat trout,Recreational,,CNP
NP,ecological reserve,Biological,,CNP
NP,ecuadorian bird,Biological,,CNP
NP,ecuadorian friend,Social,,CNP
NP,ecuadorian high mountain,Identity,1,CNP
NP,ecuadorian high mountain,Recreational,2,CNP
NP,ecuadorian mountain,Identity,,CNP
NP,ecuadorian pride,Identity,,CNP
,ecuadorian tourism,Social,,
VP,educate about,Educational,, 
VP,educate child,Educational,, 
VP,educate child about ecology,Educational,,CNP
VP,educate kid,Educational,, 
NP,educational display,Educational,, 
NP,educational experience,Educational,, 
NP,educational information,Educational,, 
NP,educational program,Educational,, 
NP,educational sign,Educational,, 
VP,elevate spirit,Spiritual,,CNP
NP,elevation change,Identity,,CNP 
NP,elk and bison,Biological,, 
NP,elk and deer,Biological,, 
NP,elk and moose,Biological,, 
NP,elk grazing,Biological,, 
NP,elk herd,Biological,, 
NP,emblematic place,Identity,,CNP 
NP,emerald lake,Identity,, 
NP,emerald pool,Aesthetic,, 
VP,enchant landscape,Aesthetic,,CNP
VP,enchant place,Spiritual,,CNP
NP,enchanted forest,Spiritual,,CNP 
VP,encounter bison,Biological,, 
VP,encounter grizzly,Biological,, 
VP,encounter wildlife,Biological,,CNP
NP,encounter with nature,Spiritual,,CNP 
VP,endanger bird,Biological,, 
VP,endanger fish,Biological,, 
VP,endanger specie,Biological,, 
NP,endemic bird,Biological,,CNP
NP,endemic flora,Biological,,CNP
NP,endemic plant,Biological,,CNP 
NP,endemic specie,Biological,,CNP 
VP,enjoy adventure,Recreational,, 
VP,enjoy amazing scenery,Aesthetic,, 
VP,enjoy amazing view,Aesthetic,, 
VP,enjoy amazing vista,Aesthetic,, 
VP,enjoy as family,Social,,CNP
VP,enjoy atmosphere,Recreational,, 
VP,enjoy bat,Biological,, 
VP,enjoy beach,Recreational,, 
VP,enjoy beautiful family day,Social,,CNP
VP,enjoy beautiful landscape,Aesthetic,,CNP
VP,enjoy beautiful place,Aesthetic,,CNP
VP,enjoy beautiful scenery,Aesthetic,,CNP 
VP,enjoy beautiful view,Aesthetic,, 
VP,enjoy beautiful vista,Aesthetic,, 
VP,enjoy beauty,Aesthetic,,CNP 
VP,enjoy beauty and serenity,Spiritual,, 
VP,enjoy beauty of area,Aesthetic,, 
VP,enjoy beauty of canyon,Aesthetic,, 
VP,enjoy beauty of fall,Aesthetic,, 
VP,enjoy beauty of lake,Aesthetic,, 
VP,enjoy beauty of mountain,Aesthetic,, 
VP,enjoy beauty of nature,Aesthetic,, 
VP,enjoy beauty of park,Aesthetic,, 
